content,score,at,userName
kerennn,5,2025-01-19 10:40:47,Pengguna Google
Kren Kren Wak dari garafik nya hero2nya trus voice2 nya gak baku Kren pokonya trus role udh di atus jadi gak ada yng trolll mntaapp gak bikin pala stres GK kek gm sebelah tapi tolong ini serius harus download full gtu 7gban plis laah kasih toleransi buat hp ram rendah kek gw sedih tau,4,2025-01-19 10:39:07,Pengguna Google
Gila parah ngelag padahal sinyal bagus sampe game berakhir masih tetep ngelag game apaan ini....sistem bapuk,1,2025-01-19 10:34:39,Pengguna Google
keren,5,2025-01-19 10:34:28,Pengguna Google
"untuk gameplay dan lain² bagus, cuman kenapa sekarang gamenya gak bisa dibuka? setiap buka hok pasti bakal keluar sendiri dan notifnya bilang terdapat bug. tolong segera di fix",4,2025-01-19 10:33:51,Pengguna Google
good,5,2025-01-19 10:32:47,Pengguna Google
mntp mau coba sihh,5,2025-01-19 10:31:54,Pengguna Google
alus lah atoh pisan maen ie games goodd lah,5,2025-01-19 10:29:06,Pengguna Google
Game laris dan keren,5,2025-01-19 10:28:20,Pengguna Google
Game yang sangat mengesankan,5,2025-01-19 10:08:31,Pengguna Google
aku senang memainkan game ini,5,2025-01-19 10:03:43,Pengguna Google
tidak suka game ini sama saja seperti pesaingnya,1,2025-01-19 10:03:26,Pengguna Google
SERU GEMENYA,5,2025-01-19 10:00:10,Pengguna Google
"Good games, please gift me free skin legend",5,2025-01-19 09:57:34,Pengguna Google
Game as# wes teman saya jadi bebam pola Wes aku gak mau main ini lemut hp ku,1,2025-01-19 09:52:01,Pengguna Google
keren,5,2025-01-19 09:48:47,Pengguna Google
bagus temanya cina cina gitu;),5,2025-01-19 09:45:30,Pengguna Google
Game plagiat udah hapus aja dari plasytore percuma kalo udh susah² buat rank legend tpi turun ke master1 yang para playernya ngk bisa main(dark system) udh gitu musuh kompak dan jago sedangkan tim kita lol² ngk tau mainya gmna Rolenya apa udh hapus aja nih game lama² makin ngelunjak pengembang gamenya plagiat!!!¡!!!!,1,2025-01-19 09:39:40,Pengguna Google
Jelek bed.. carikan tim yang nob terus,1,2025-01-19 09:39:36,Pengguna Google
"geloo, game nya bagus bgt, tapi seperti biasa sama kaya game online pada umumnya sering ngelag padahal jaringan bagus² aja, udah sih itu doang",5,2025-01-19 09:35:20,Pengguna Google
keren,5,2025-01-19 09:33:46,Pengguna Google
Game sepi wkwwkw,1,2025-01-19 09:32:50,Pengguna Google
"Bagus bgt, tp ga da duit buat gacha HOKxfrozsn",5,2025-01-19 09:32:21,Pengguna Google
👍,5,2025-01-19 09:29:07,Pengguna Google
Gamenya update dan orangnya banyak terus kita jadi mobile legends itu mobile legends yang lumayan seru lah kalau kalou dipikirmah seru banget,5,2025-01-19 09:28:42,Pengguna Google
game nya sampai enak dan seru cocok banget buat aku yang sering gabut ayo buruan download,5,2025-01-19 09:27:43,Pengguna Google
keren,5,2025-01-19 09:23:54,Pengguna Google
Tolong buat Tencent perbaiki lagi soal draft pick,1,2025-01-19 09:22:50,Pengguna Google
windah cokkkkk,5,2025-01-19 09:20:35,Pengguna Google
ini adlh game terbaik aku,5,2025-01-19 09:14:36,Pengguna Google
Fdghfjy Usher jar irit Ross so ya dgn dkk UG tv SG TTX SG FB di sbb Zu ah UG di FB r SG jc St UN dkk udh di dia Tiwi Rey praktisi di TK rm di t si FB dkk u ok,5,2025-01-19 09:06:00,Pengguna Google
terimakasih,5,2025-01-19 09:05:07,Pengguna Google
Damagenya tidak masuk akal,3,2025-01-19 08:51:46,Pengguna Google
Kren tampilan nya bagus God deh,5,2025-01-19 08:37:16,Pengguna Google
Sangat bagus gak kyak game sebelah matchmaking nya GK jelas gw lebih baik pilih HOK dari pada #montoon,5,2025-01-19 08:35:16,Pengguna Google
Game android smartphone baru saja meluncurkan aplikasi ke email saya tidak bisa melihat dengan lebih baik daripada mengobati berbagai info lowongan pekerjaan di bidang ekonomi dan sosial sehingga tidak ada komentar untuk artikel ini,5,2025-01-19 08:28:11,Pengguna Google
"Ada bug layar gak bisa di pencet Hero jalan sendiri , jaringan lancar yak. Tolong di fix bug nya",5,2025-01-19 08:18:07,Pengguna Google
Game moba yang menantang karena banyak pemain aneh yang selalu membuat ku tertawa karena selalu kalah tapi tidak masalah itu semakin membuat ku bersemangat,5,2025-01-19 08:16:58,Pengguna Google
MANTAPP EUYY,5,2025-01-19 08:16:47,Pengguna Google
Game Nya seru,5,2025-01-19 08:16:33,Pengguna Google
Tapi saya tidak,5,2025-01-19 08:10:18,Pengguna Google
"Overall rating 8,5/10. Semoga kedepannya bisa lebih memerhatikan kenyamanan para playernya, tidak saat awal perilisan saja",4,2025-01-19 08:07:11,Pengguna Google
lebih baik dari game moba sebelah,5,2025-01-19 07:54:54,Pengguna Google
geme ini adalah favorit ku,5,2025-01-19 07:54:24,Pengguna Google
Masak udh nge rank 4 kali ga ke save di history match ga dapet point dll padahal menang loh masak sia sia gitu tolong dong dibenerin,3,2025-01-19 07:46:24,Pengguna Google
(+_-) (. ),1,2025-01-19 07:40:24,Pengguna Google
mantap pokoknya deh,5,2025-01-19 07:40:24,Pengguna Google
game murah and fun,5,2025-01-19 07:36:15,Pengguna Google
wow,5,2025-01-19 07:32:54,Pengguna Google
Ini game berat buat pemain solo player..ngk ada keseimbangan sama sekali..makin lama mungkin makin banyak pemain berhenti mainin ini game..ngak gerti lagi gue sama ini game..,1,2025-01-19 07:26:29,Pengguna Google
bagus,5,2025-01-19 07:25:00,Pengguna Google
Ini game nya sagant seru tapi pakai paket ya gak papa sih tapi ini game nya bagus deh pokok nya aku kasih bintang 4bmaaf kalo aku gak ngasih bintang 5 😅,4,2025-01-19 07:23:10,Pengguna Google
bagus banget game nya lebih baik dari MLBB,5,2025-01-19 07:18:44,Pengguna Google
Game kocak gk ada sortran buat ngecek skin yg baru di dapet,1,2025-01-19 07:15:40,Pengguna Google
Game nya udah bagus mulai dari event nya Hero Hero nya tapi masalah nya lagg parah saya udah mencoba semua yang di arahkan tapi masih saja ngelag seperti mengecek fps mengubah grafik tapi tetep lag ;( tolong buat berikutnya di maksimalin lagi pas saya cek juga 5 GB ukuran game nya 🔥💥,2,2025-01-19 07:04:46,Pengguna Google
Saya tidak dapat masuk ke dalam game walaupun saya sudah mencoba nya berkali kali,1,2025-01-19 07:03:14,Pengguna Google
gamenya seru,5,2025-01-19 06:59:43,Pengguna Google
ntaps,5,2025-01-19 06:58:32,Pengguna Google
bagus,5,2025-01-19 06:51:11,Pengguna Google
bagus,4,2025-01-19 06:50:15,Pengguna Google
Lawan tidak seimbang saya sudah los 10x game ampas,2,2025-01-19 06:48:47,Pengguna Google
Plagiat mobile lejend,1,2025-01-19 06:43:22,Pengguna Google
"Dari pertama main sampai update versi terbaru tetap sama saja, banyak player yang suka ambil lane yang seharusnya bukan lane nya. Hukuman player terlalu ringan pantas banyak pelanggaran tapi hukumanya ringan. Tim kita afk malah bintang dikurangi seharus nya bintang tetap yang dikurangi seharusnya si afk. Payah game ini males download apalagi main lagi tidak sportif.",1,2025-01-19 06:43:18,Pengguna Google
Menurut saya game ini menarik dan skin gratisnya itu loh,5,2025-01-19 06:40:45,Pengguna Google
ini sihh lumayan lah cuma agak ngeleg gitu,5,2025-01-19 06:31:31,Pengguna Google
Anak kucay,1,2025-01-19 06:31:01,Pengguna Google
Mantaaaap Kawaaan,5,2025-01-19 06:22:57,Pengguna Google
Untuk grafis ok..tpi match nya apa ya dinilai burik lah karena g sesuai lawan sama level nya.. smua di gabung aja apalagi klo untuk maen solo ya ngeselin banget tpi y maklum jg nama nya game buat waktu santai aja. Kalo buat ngepush enakan ml lah emang udah no1 nya see..,2,2025-01-19 06:21:14,Pengguna Google
Saya sangat suka dengan permainan ini,4,2025-01-19 06:17:31,Pengguna Google
"This game has potential but there's needed to be done. first is the control, every MOBA I played, last enemy attacked get prioritised, ur others skill will aim at those last attacked enemy but in in this game I attacked the tyrant but my others skill auto aim to epic monster not the tyrant as it was the last attacked enemy. Second is hero balancing, for example Qiao Xiao, said that she's a late game hero but why her skill 1 damage on level 1 is higher than non late game mage hero",2,2025-01-19 06:08:19,Pengguna Google
tebak,5,2025-01-19 06:07:05,Pengguna Google
"Min kenapa suara karakter gamenya kecil ya min,cuma di hok kalau mau denger jelas itu harus full volume,masalahnya tuh kadang udh main hok,buka aplikasi lain sering kaget karena volume full😭🙏,itu aja sih min",5,2025-01-19 06:05:52,Pengguna Google
lebih bagus dari mobile legend,5,2025-01-19 06:03:57,Pengguna Google
Game moba terbaik. banyak reward mahal dan langka yang bisa kita dapatkan dengan gratis dan mudah. jangan lupa download buat teman-teman yang suka main game moba.,5,2025-01-19 06:03:18,Pengguna Google
Om薩克,5,2025-01-19 06:00:11,Pengguna Google
banyak banyakin bansos ya min😋😋😋,5,2025-01-19 05:57:41,Pengguna Google
Gua pas main malah koneksi error apasih maksud nya sinyal nya udah bagus malah kek gini dasar game plagiat,1,2025-01-19 05:52:41,Pengguna Google
mantap,5,2025-01-19 05:51:26,Pengguna Google
keren game nya asik,5,2025-01-19 05:48:52,Pengguna Google
Tolong perbaiki bug map nya jadi kayak warna pink,4,2025-01-19 05:48:43,Pengguna Google
good game,4,2025-01-19 05:48:13,Pengguna Google
nice,5,2025-01-19 05:47:44,Pengguna Google
Sya mu kasih bintang satu dulu yahh kalo gem nya bagus aku kasih lagii sekian dan Terima kasih😂😂😊😊😊,1,2025-01-19 05:47:21,Pengguna Google
bagus banget game nya kekurangan nya cuman satu saat war kadang sinyal buruk padahl bagus bagus aja^_^,5,2025-01-19 05:42:48,Pengguna Google
game ini bagus banget,5,2025-01-19 05:42:19,Pengguna Google
kerennn,5,2025-01-19 05:37:06,Pengguna Google
sangat bagus sekali!!,5,2025-01-19 05:34:36,Pengguna Google
Gamenya bagus tapi tolong donk itu datanya gabunggin sekalian masa harus dow yg lain harusnya semua data yg penting sudah di dow di data utama..,4,2025-01-19 05:33:39,Pengguna Google
Game ini seru banget aku sering banget MVP,5,2025-01-19 05:31:55,Pengguna Google
semoga seru,5,2025-01-19 05:27:51,Pengguna Google
good game,5,2025-01-19 05:27:48,Pengguna Google
bagus,5,2025-01-19 05:21:09,Pengguna Google
kalo ada hero skillnya mirip fanny atau ga hero mikasa si auto pindah ke ini game si,2,2025-01-19 05:19:29,Pengguna Google
oke,5,2025-01-19 05:15:43,Pengguna Google
TOLONG KENAPA SAYA SAAT BERMAIN DJ GRAFIK 5 DAN 6 MEMILIKI BUG YAITU RUMPUT NYA HILANG TOLONG FIX BUG INI TENCENT,2,2025-01-19 05:15:42,Pengguna Google
"Mau main solo, mau main team sama aja ketemunya tim ga jelas, ada sistem report berasa ga guna ga ad hukuman sama sekali. Sudah jelas kelihatan dri score kontribusi team nya feeder tapi ga ad hukumanx SM skli. Kalau cuma andalkan grafik ma skin bagus buat apa ada sistem report.",1,2025-01-19 05:13:55,Pengguna Google
bagus banget,5,2025-01-19 05:02:35,Pengguna Google
Udah mulai ada pemingkatan,4,2025-01-19 05:02:20,Pengguna Google
Top Markotop,5,2025-01-19 05:01:29,Pengguna Google
mantull,5,2025-01-19 04:46:08,Pengguna Google
"geme nya keren, padahal gk suka eh jadi suka",5,2025-01-19 04:43:45,Pengguna Google
bagus,5,2025-01-19 04:43:18,Pengguna Google
Game gak bermodal 😏,1,2025-01-19 04:41:08,Pengguna Google
Bagus game nya tetapi downlodnya lemod dan lama downloadnya Mohon untuk mempercepat download nya Itu saja trimakasih 😊🙏,4,2025-01-19 04:39:58,Pengguna Google
gamenya aku rating 5 soal nya game nya ada hero gratis,5,2025-01-19 04:39:49,Pengguna Google
Seru sih tapi ini lebih bagus dari pada mllbb,5,2025-01-19 04:37:36,Pengguna Google
👍👍👍,5,2025-01-19 04:34:19,Pengguna Google
"Game rusak, ketemu team Afk terus",1,2025-01-19 04:30:30,Pengguna Google
Singkat saja game berat.,1,2025-01-19 04:29:53,Pengguna Google
keren,5,2025-01-19 04:23:10,Pengguna Google
game bagus sekali enak main hya buruan coba,5,2025-01-19 04:20:24,Pengguna Google
tolong jaringannya diperkuat.,1,2025-01-19 04:19:18,Pengguna Google
yey,5,2025-01-19 04:15:25,Pengguna Google
bagus,5,2025-01-19 04:13:14,Pengguna Google
keren,5,2025-01-19 04:08:52,Pengguna Google
every time there is an update the game gets better 🥰,5,2025-01-19 04:07:46,Pengguna Google
Bagus banget gamenya,5,2025-01-19 04:06:58,Pengguna Google
tolong lah ini jaringan nya hilang terus lho padahal WiFi lagi lancar lancar nya tolong lah,1,2025-01-19 04:04:16,Pengguna Google
WOI TENCEN MATCH MAKING LO DR GM...PLAYER BOT LO PIARA ...gw perhatiin player pake huruf china BOT SEMUA ...PUSING LAMA2 MAIN NI MOBA...DR 10 MATCH BERTURUT 8 DPT TEAM BOT ....MATCH MAKING GK PRNH D PERBAIKIN...TRS KL EMANG DA PLAYER AFK DR AWAL KNP D BIARIN SISTEM ...SIAPIN MUSIUM A GK ROBAH2 LO SISTEM,1,2025-01-19 04:03:06,Pengguna Google
Waduh HOK gk pernah nomor 1 lg nih,1,2025-01-19 04:00:10,Pengguna Google
ini adalah game terbaik,5,2025-01-19 03:57:01,Pengguna Google
oke,5,2025-01-19 03:56:37,Pengguna Google
Jaringan suka hilang mendadak,1,2025-01-19 03:55:24,Pengguna Google
Bagus banget game nyaaa,5,2025-01-19 03:53:22,Pengguna Google
ez buat game moba kek gini,5,2025-01-19 03:51:56,Pengguna Google
"Game nya keren, grafik nya bagus,Hero gampang dipelajari, apalgi events nya EMG the best lah.... ditingkatkan lagi ya game nya",5,2025-01-19 03:51:41,Pengguna Google
good,5,2025-01-19 03:50:57,Pengguna Google
Game ini seru banget,5,2025-01-19 03:42:00,Pengguna Google
karena developer nya adill gk seperti monton selalu kasih tim tidak se imbang saya selalu ddpt tim nob sedang kan musuh dapt tim jago,5,2025-01-19 03:36:42,Pengguna Google
Sistem download file data sangat menyusahkan karena player di harusnya mendownload data yang besar saya berharap ada perubahan agar para pemain dengan hp ram 32gb bisa main dengan lancar 😔😔😔,3,2025-01-19 03:33:08,Pengguna Google
Developer sangat Tajir,5,2025-01-19 03:32:19,Pengguna Google
game terbaik,5,2025-01-19 03:31:32,Pengguna Google
min kpn hero shadow ying rilis?,5,2025-01-19 03:26:33,Pengguna Google
Game nya seru gak ngebosenin,5,2025-01-19 03:25:01,Pengguna Google
"please add offline mode like mobile legend and added a free coupon event, that's all, thanks, I hope you reply☺️😊",5,2025-01-19 03:22:27,Pengguna Google
Offline 3i,1,2025-01-19 03:19:29,Pengguna Google
Suka saja pokoknya 🥰🥰🥰,5,2025-01-19 03:19:06,Pengguna Google
kerenn,5,2025-01-19 03:09:26,Pengguna Google
"kebanyakan dark system sama kek game sebelah tapi lebih parah, pindah ke game ini kirain lebih baik ternyata lebih buruk dari game sebelah, percuma banyak skin yg keren👎👎",1,2025-01-19 03:07:35,Pengguna Google
"Tolong jaringan nya diperbaiki/bug, saya ketika match berjalan koneksi tiba tiba ga ada sinyal. Pdhl sy cek kuota msh bnyk dan cek sinyal lainnya msh bagus.. Dan sistem game heronya diperbaiki lg msh jadul.",3,2025-01-19 03:07:22,Pengguna Google
Banget terus dikasih Hero baru lagi,5,2025-01-19 03:07:09,Pengguna Google
Ditrool player Nick cina bendera Malaysia Mulu ajingggg capek asuuu bikin sinyal gw lag juga,1,2025-01-19 03:06:06,Pengguna Google
gg abizz,5,2025-01-19 03:03:47,Pengguna Google
"seru njir,asik bgt gamenya bisa bahasa gaul 🗿",5,2025-01-19 03:03:02,Pengguna Google
Tolong kok GK bisa masuk recovery pvE padahal udah aku pencet Masih GK mau masuk benerin Donk,4,2025-01-19 03:01:58,Pengguna Google
"game nya seru tapi kok gak bisa download data ya masih aj 0% gak pernah keisi padahal jaringan lancar jaya,mohon diperbaiki yah saya si mau download data biar pengalaman bermain memuaskan makasih👌",3,2025-01-19 02:56:50,Pengguna Google
Lumayan sih tapi harus skin gratis,4,2025-01-19 02:56:08,Pengguna Google
bagus aku suka dengan hero dan skill nya,5,2025-01-19 02:55:39,Pengguna Google
"Saya sudah lama nunggu game ini rilis global saya sangat senang bisa memainkan game ini karena dari segi grafiknya yang mantep,gameplay,event menarik,hero yang banyak dan juga skin skin mewah yang selalu memuaskan pemain.tapi,pada saat bermain mode offline,saya harap update kedepannya bisa memainkan mode offline dengan skin yang telah kita miliki di akun utama.dengan begitu pada saat kondisi tidak ada internet,player tetap bisa bermain offline dengan skinnya.semoga dibaca sukses selalu.",5,2025-01-19 02:54:33,Pengguna Google
"Update kali ini mantap hpku bisa 90fps cuyy, ayo hok update yg bkin player nya nyaman main , oiya plis tencent skin/hero yang lawas diupdate lah burik banget anjay bikin sakit mata",5,2025-01-19 02:53:13,Pengguna Google
Permainan nya bagus,5,2025-01-19 02:51:05,Pengguna Google
bagus dan menyenangkan,5,2025-01-19 02:30:31,Pengguna Google
the beast pokok nya,5,2025-01-19 02:29:51,Pengguna Google
keren,5,2025-01-19 02:27:52,Pengguna Google
mantap,5,2025-01-19 02:26:10,Pengguna Google
seru,5,2025-01-19 02:18:54,Pengguna Google
oke,5,2025-01-19 02:13:56,Pengguna Google
Niatnya main buat seneng seneng malah ketemu anomali anomali,1,2025-01-19 02:13:14,Pengguna Google
mojs,4,2025-01-19 02:09:07,Pengguna Google
Untuk grafik san gamenya cukup bagus dan memuaskan,5,2025-01-19 02:09:06,Pengguna Google
Dulinan Taek Cok kalah kalah tok,1,2025-01-19 02:08:19,Pengguna Google
Dari semuanya bagus gua suka terutama untuk skin Ngk sia sia gua buang duit di game ini👍,5,2025-01-19 02:04:38,Pengguna Google
Bagus 👏👏👏👏👏,5,2025-01-19 02:04:08,Pengguna Google
Sangat seru,5,2025-01-19 01:51:37,Pengguna Google
"Timnya gajelas trus tolol,game sampah",1,2025-01-19 01:49:21,Pengguna Google
sangat baguss,5,2025-01-19 01:47:26,Pengguna Google
bagus,5,2025-01-19 01:42:17,Pengguna Google
"bagusss bangeett skinnya bagusss"" efeknyaa tebeell gratiss lagii baguss bangett pokoknyaa",5,2025-01-19 01:41:25,Pengguna Google
"Nicelah pokoknyaaa, best bet efeknyaa",5,2025-01-19 01:36:43,Pengguna Google
jadi top vlobal coyyy,5,2025-01-19 01:35:27,Pengguna Google
Bagus banget,5,2025-01-19 01:32:17,Pengguna Google
maju trussss,5,2025-01-19 01:32:04,Pengguna Google
seru tidak membuat bosan ya😁,5,2025-01-19 01:23:02,Pengguna Google
Game nya bagus banget dan gampang geme nya aku suka dan menghibur banget sumpah 🤗 aku kasih bintang 5 ya makasih sekian terima kasih 🙏,5,2025-01-19 01:18:07,Pengguna Google
game ini sangat menyenangkan,5,2025-01-19 01:13:13,Pengguna Google
game ini lebih baik dari epep!! 👑👍💋,5,2025-01-19 01:13:10,Pengguna Google
bagus,5,2025-01-19 01:06:55,Pengguna Google
sangat bagus,5,2025-01-19 01:03:41,Pengguna Google
Ini kenapa ya voice jepang nya gak lengkap ke semua hero aneh banget cuma sedikit yang bahasa jepang ayolah masa buat skin bagus tapi voice di jepang gak sih,2,2025-01-19 01:02:53,Pengguna Google
mantap sekali,5,2025-01-19 00:49:21,Pengguna Google
seru,5,2025-01-19 00:40:59,Pengguna Google
gamenya masih ingat akun saya dan bisa dapat banyak hadiah,5,2025-01-19 00:40:40,Pengguna Google
Alamak,5,2025-01-19 00:33:42,Pengguna Google
BAGUS BANGET,5,2025-01-19 00:29:52,Pengguna Google
